"","rank","name","platform","year","genre","publisher","na_sales","eu_sales","jp_sales","other_sales","global_sales","platform_exclusive"
"14614",14924,"Otometeki Koi Kakumei * Love Revo! Portable","PSP","2010","Adventure","Idea Factory",0,0,0.02,0,0.02,"Exclusive"
"14615",14925,"Clover no Kuni no Alice: Wonderful Wonder World","PS2","2010","Adventure","Prototype",0,0,0.02,0,0.02,"Non-exclusive"
"14616",14926,"Room Zoom: Race for Impact","XB","2004","Racing","Jaleco",0.02,0.01,0,0,0.02,"Exclusive"
"14617",14927,"Yahari Game Demo Ore no Seishun Love-Kome Hamachi Gatteiru","PSV","2013","Adventure","5pb",0,0,0.02,0,0.02,"Exclusive"
"14618",14929,"Ghost Pirates of Vooju Island","PC","2009","Adventure","DTP Entertainment",0,0.02,0,0,0.02,"Exclusive"
"14619",14930,"America Oudan Ultra-Quiz","SAT","1995","Misc","Victor Interactive",0,0,0.02,0,0.02,"Exclusive"
"14620",14931,"DoDonPachi Dai-Oujou: Black Label Extra","X360","2009","Shooter","5pb",0,0,0.02,0,0.02,"Exclusive"
"14621",14932,"Mind Your Language: Learn English! / French! / German! / Spanish! /Japanese!","DS","2009","Misc","PlayV",0,0.02,0,0,0.02,"Exclusive"
"14622",14933,"ParaWorld","PC","2006","Strategy","Deep Silver",0,0.02,0,0,0.02,"Exclusive"
"14623",14934,"Tropico Reloaded","PC","2009","Strategy","Kalypso Media",0,0.02,0,0,0.02,"Exclusive"
"14624",14935,"Shinseiki Evangelion: Battle Orchestra","PS2","2007","Fighting","Broccoli",0,0,0.02,0,0.02,"Exclusive"
"14625",14936,"Pharaoh","PC","1998","Strategy","Vivendi Games",0,0.02,0,0,0.02,"Exclusive"
"14626",14938,"Yes! Precure 5 Go Go Zenin Shu Go! Dream Festival","DS","2008","Action","Namco Bandai Games",0,0,0.02,0,0.02,"Exclusive"
"14627",14939,"Battlefield 2: Modern Combat(JP sales)","PS2","2005","Shooter","Electronic Arts",0,0,0.02,0,0.02,"Exclusive"
"14628",14940,"The Idolmaster: Gravure For You! Vol.7","PS3","2012","Action","Namco Bandai Games",0,0,0.02,0,0.02,"Exclusive"
"14629",14941,"Stake: Fortune Fighters","XB","2003","Fighting","Metro 3D",0.02,0.01,0,0,0.02,"Exclusive"
"14630",14942,"Serious Sam Advance","GBA","2004","Shooter","Global Star",0.02,0.01,0,0,0.02,"Exclusive"
"14631",14943,"The Settlers: Rise of an Empire","PC","2007","Strategy","Ubisoft",0.01,0.01,0,0,0.02,"Exclusive"
"14632",14944,"Let's Play Garden","Wii","2010","Simulation","Deep Silver",0.02,0,0,0,0.02,"Non-exclusive"
"14633",14946,"Pop'n Music 12 Iroha","PS2","2006","Simulation","Konami Digital Entertainment",0,0,0.02,0,0.02,"Exclusive"
"14634",14947,"BeatMania IIDX 11: IIDX Red","PS2","2006","Simulation","Konami Digital Entertainment",0,0,0.02,0,0.02,"Exclusive"
"14635",14948,"Warhammer Online: Age of Reckoning","PC","2008","Role-Playing","GOA",0,0.02,0,0,0.02,"Exclusive"
"14636",14949,"Jikkyou Powerful Pro Yakyuu 12 Ketteiban","GC","2005","Sports","Konami Digital Entertainment",0,0,0.02,0,0.02,"Non-exclusive"
"14637",14950,"Road Trip: The Arcade Edition","GC","2002","Racing","Zoo Digital Publishing",0.02,0,0,0,0.02,"Exclusive"
"14638",14951,"Juusanshi Engi Engetsu Sangokuden 2","PSP","2014","Action","Idea Factory",0,0,0.02,0,0.02,"Exclusive"
"14639",14952,"No More Heroes: Heroes' Paradise","X360","2010","Action","Marvelous Interactive",0,0,0.02,0,0.02,"Non-exclusive"
"14640",14953,"Virtua Tennis: World Tour (jp sales)","PSP","2005","Sports","Sega",0,0,0.02,0,0.02,"Exclusive"
"14641",14954,"World Series of Poker 2008: Battle for the Bracelets","PSP","2007","Misc","Activision",0.02,0,0,0,0.02,"Non-exclusive"
"14642",14955,"Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai","PSP","2012","Action","5pb",0,0,0.02,0,0.02,"Exclusive"
"14643",14956,"Cold War","XB","2005","Shooter","DreamCatcher Interactive",0.02,0.01,0,0,0.02,"Exclusive"
"14644",14957,"Steel Battalion: Line of Contact","XB","2004","Simulation","Capcom",0.02,0.01,0,0,0.02,"Exclusive"
"14645",14958,"Naruto Shippuden: Ultimate Ninja Storm Collection","PS3","2016","Action","Namco Bandai Games",0,0.02,0,0,0.02,"Exclusive"
"14646",14959,"Ken to Mahou to Gakuen Mono. 2G","PS3","2010","Role-Playing","Acquire",0,0,0.02,0,0.02,"Exclusive"
"14647",14960,"NBA Starting Five","XB","2002","Sports","Konami Digital Entertainment",0.02,0.01,0,0,0.02,"Exclusive"
"14648",14961,"Kami Naru Kimi to","PSP","2011","Adventure","Idea Factory",0,0,0.02,0,0.02,"Exclusive"
"14649",14962,"Spy Hunter: Nowhere To Run","PS2","2006","Racing","Midway Games",0.01,0.01,0,0,0.02,"Exclusive"
"14650",14963,"LEGO Harry Potter: Years 1-4","PC","2010","Action","Warner Bros. Interactive Entertainment",0.01,0.01,0,0,0.02,"Non-exclusive"
"14651",14964,"Ikki Tousen: Eloquent Fist","PSP","2008","Fighting","Marvelous Interactive",0,0,0.02,0,0.02,"Exclusive"
"14652",14965,"Viva Pinata","PC","2007","Simulation","Microsoft Game Studios",0,0.02,0,0,0.02,"Non-exclusive"
"14653",14966,"Carmen Sandiego: The Secret of the Stolen Drums","XB","2004","Action","BAM! Entertainment",0.02,0.01,0,0,0.02,"Non-exclusive"
"14654",14967,"Disney's Magical Quest 3 Starring Mickey and Donald","GBA","2003","Action","Capcom",0.02,0.01,0,0,0.02,"Exclusive"
"14655",14968,"Chili Con Carnage","PSP","2007","Shooter","Eidos Interactive",0,0.02,0,0.01,0.02,"Exclusive"
"14656",14969,"Bus Simulator 16","PC","2016","Simulation","Astragon",0,0.02,0,0,0.02,"Exclusive"
"14657",14970,"Rengoku II:  The Stairway To H.E.A.V.E.N.","PSP","2006","Action","Konami Digital Entertainment",0.02,0,0,0,0.02,"Exclusive"
"14658",14971,"Teddy Together","3DS","2016","Simulation","Nintendo",0,0.02,0,0,0.02,"Exclusive"
"14659",14972,"Pony Luv","DS","2008","Simulation","GSP",0.02,0,0,0,0.02,"Exclusive"
"14660",14973,"Strike Witches 2: Iyasu Naosu Punipunisuru","DS","2010","Action","Kadokawa Shoten",0,0,0.02,0,0.02,"Exclusive"
"14661",14974,"Omega Quintet","PS4","2014","Role-Playing","Compile Heart",0,0,0.02,0,0.02,"Exclusive"
"14662",14975,"TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1","PS3","2015","Action","Namco Bandai Games",0,0,0.02,0,0.02,"Exclusive"
"14663",14976,"Demigod","PC","2009","Strategy","Atari",0,0.02,0,0,0.02,"Exclusive"
"14664",14977,"The Voice","PS3","2014","Action","Activision",0.02,0,0,0,0.02,"Non-exclusive"
"14665",14978,"Ed, Edd n Eddy: The Mis-Edventures","XB","2005","Platform","Midway Games",0.02,0.01,0,0,0.02,"Non-exclusive"
"14666",14979,"Bunmei Haruka: Aoiza Ibunroku","PSP","2011","Action","FuRyu",0,0,0.02,0,0.02,"Exclusive"
"14667",14980,"TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6","PS3","2015","Adventure","Namco Bandai Games",0,0,0.02,0,0.02,"Exclusive"
"14668",14981,"Blade Arcus from Shining EX","PS4","2015","Fighting","Sega",0,0,0.02,0,0.02,"Non-exclusive"
"14669",14982,"Vantage Master Portable","PSP","2008","Role-Playing","Falcom Corporation",0,0,0.02,0,0.02,"Exclusive"
"14670",14983,"Lilpri DS: Hime-Chen! Apple Pink","DS","2010","Adventure","Sega",0,0,0.02,0,0.02,"Exclusive"
"14671",14984,"Star Trek Online","PC","2010","Role-Playing","Atari",0,0.02,0,0,0.02,"Exclusive"
"14672",14985,"Rapala for Kinect","X360","2011","Sports","Activision",0,0.02,0,0,0.02,"Exclusive"
"14673",14986,"Rugby Challenge 3","X360","2016","Sports","Alternative Software",0,0.02,0,0,0.02,"Non-exclusive"
"14674",14987,"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 1: Shinseiki Evangelion - Magokoro o, Kimi ni","DS","2008","Misc","D3Publisher",0,0,0.02,0,0.02,"Exclusive"
"14675",14988,"Diabolik Lovers: Vandead Carnival","PSV","2014","Action","Idea Factory",0,0,0.02,0,0.02,"Exclusive"
"14676",14989,"O.M.G. 26 - Our Mini Games","DS","2007","Puzzle","505 Games",0.02,0,0,0,0.02,"Exclusive"
"14677",14990,"Ty the Tasmanian Tiger 3: Night of the Quinkan","XB","2005","Action","Zoo Digital Publishing",0.02,0.01,0,0,0.02,"Non-exclusive"
"14678",14991,"AMF Xtreme Bowling","PS2","2006","Sports","Mastertronic",0.01,0.01,0,0,0.02,"Exclusive"
"14679",14992,"Total Overdose: A Gunslinger's Tale in Mexico","XB","2005","Shooter","Eidos Interactive",0.02,0.01,0,0,0.02,"Non-exclusive"
"14680",14993,"Bomberman Fantasy Race","PS","1998","Racing","Virgin Interactive",0.01,0.01,0,0,0.02,"Exclusive"
"14681",14994,"Colin McRae Rally 2.0","GBA","2002","Racing","Codemasters",0.02,0.01,0,0,0.02,"Non-exclusive"
"14682",14995,"Carnage Heart EXA","PSP","2010","Strategy","ArtDink",0,0,0.02,0,0.02,"Exclusive"
"14683",14996,"Tropico 4: Modern Times","PC","2012","Strategy","Kalypso Media",0,0.02,0,0,0.02,"Exclusive"
"14684",14997,"Europa Universalis III Complete","PC","2008","Strategy","Paradox Interactive",0,0.02,0,0,0.02,"Exclusive"
"14685",14998,"Bugriders: The Race of Kings","PS","1997","Racing","GT Interactive",0.01,0.01,0,0,0.02,"Exclusive"
"14686",14999,"Bust-A-Move","3DO","1994","Puzzle","Micro Cabin",0,0,0.02,0,0.02,"Exclusive"
"14687",15003,"Wangan Midnight Portable","PSP","2007","Racing","Genki",0,0,0.02,0,0.02,"Exclusive"
"14688",15004,"Cross Ange: Tenshi to Ryuu no Rondo tr.","PSV","2015","Action","Namco Bandai Games",0,0,0.02,0,0.02,"Exclusive"
"14689",15005,"Canvas 2","PS2","2006","Adventure","Kadokawa Shoten",0,0,0.02,0,0.02,"Exclusive"
"14690",15006,"Memories Off: Sorekara Again","PS2","2006","Adventure","KID",0,0,0.02,0,0.02,"Exclusive"
"14691",15007,"Tom Clancy's Rainbow Six: Vegas 2","PC","2008","Shooter","Ubisoft",0,0.02,0,0,0.02,"Non-exclusive"
"14692",15008,"11eyes: CrossOver","X360","2009","Adventure","5pb",0,0,0.02,0,0.02,"Non-exclusive"
"14693",15009,"Kenka Bancho Otome","PSV","2016","Action","Screenlife",0,0,0.02,0,0.02,"Exclusive"
"14694",15010,"Supermodel Makeover by Lauren Luke","DS","2009","Simulation","Avanquest",0,0.02,0,0,0.02,"Exclusive"
"14695",15011,"George of the Jungle and the Search for the Secret","Wii","2008","Platform","Ignition Entertainment",0.02,0,0,0,0.02,"Non-exclusive"
"14696",15012,"AirForce Delta Storm","GBA","2002","Shooter","Konami Digital Entertainment",0.02,0.01,0,0,0.02,"Non-exclusive"
"14697",15013,"Serious Sam HD: Gold Edition","X360","2011","Shooter","Mastertronic",0,0.02,0,0,0.02,"Non-exclusive"
"14698",15014,"Peter Pan in Disney's Return to Never Land","PS","2002","Platform","Sony Computer Entertainment",0.01,0.01,0,0,0.02,"Exclusive"
"14699",15015,"Ferrari Challenge Trofeo Pirelli Deluxe","Wii","2009","Racing","System 3 Arcade Software",0,0.02,0,0,0.02,"Exclusive"
"14700",15016,"Xenosaga IåáII","DS","2006","Role-Playing","Namco Bandai Games",0,0,0.02,0,0.02,"Exclusive"
"14701",15017,"SimCity Societies","PC","2007","Simulation","Electronic Arts",0,0.02,0,0,0.02,"Exclusive"
"14702",15018,"Mesaze!! Tsuri Master: Sekai ni Challenge! Hen","Wii","2008","Sports","Hudson Soft",0,0,0.02,0,0.02,"Exclusive"
"14703",15019,"TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9","PS3","2016","Misc","Namco Bandai Games",0,0,0.02,0,0.02,"Exclusive"
"14704",15020,"Fishdom 2 Deluxe","PC","2010","Puzzle","Rondomedia",0,0.02,0,0.01,0.02,"Exclusive"
"14705",15021,"Kuusen II","PS2","2004","Simulation","Kadokawa Shoten",0,0,0.02,0,0.02,"Exclusive"
"14706",15022,"Cross Channel: In Memory of All People","X360","2011","Adventure","CyberFront",0,0,0.02,0,0.02,"Exclusive"
"14707",15023,"Bomberman Story DS","DS","2007","Role-Playing","Rising Star Games",0,0,0.02,0,0.02,"Exclusive"
"14708",15024,"Penguins of Madagascar","Wii","2014","Action","Namco Bandai Games",0,0.02,0,0,0.02,"Non-exclusive"
"14709",15025,"Clannad: Mitsumi Mamoru Sakamichi de - Joukan","PSP","2010","Adventure","Prototype",0,0,0.02,0,0.02,"Exclusive"
"14710",15026,"Brothers in Arms: Hell's Highway","PC","2008","Shooter","Ubisoft",0,0.02,0,0,0.02,"Non-exclusive"
"14711",15027,"Are You Alice?","PSP","2011","Adventure","Idea Factory",0,0,0.02,0,0.02,"Exclusive"
"14712",15028,"Future Tactics: The Uprising","GC","2004","Strategy","JoWood Productions",0.02,0,0,0,0.02,"Non-exclusive"
"14713",15029,"Stronghold Crusader Extreme","PC","2008","Strategy","Gamecock",0,0.02,0,0,0.02,"Exclusive"
"14714",15030,"Kensei: Sacred Fist","PS","1997","Fighting","Konami Digital Entertainment",0.01,0.01,0,0,0.02,"Exclusive"
"14715",15031,"Backyard NFL Football","DS","2007","Sports","Atari",0.02,0,0,0,0.02,"Non-exclusive"
"14716",15032,"Okashi na Shima no Peter Pan: Sweet Never Land","PSP","2011","Adventure","Quinrose",0,0,0.02,0,0.02,"Exclusive"
"14717",15033,"Urakata Hakuoki","PSP","2013","Adventure","Idea Factory",0,0,0.02,0,0.02,"Exclusive"
"14718",15034,"Cities XL 2011","PC","2010","Simulation","Focus Home Interactive",0,0.02,0,0,0.02,"Exclusive"
"14719",15035,"Kung Fu Panda","PC","2008","Action","Activision",0,0.02,0,0,0.02,"Non-exclusive"
"14720",15036,"Gift: Prism","PS2","2006","Adventure","Sweets",0,0,0.02,0,0.02,"Exclusive"
"14721",15037,"PDC World Championship Darts: Pro Tour","X360","2010","Sports","O-Games",0,0.02,0,0,0.02,"Non-exclusive"
"14722",15038,"Shanghai: True Valor","PS","1998","Puzzle","Activision",0.01,0.01,0,0,0.02,"Exclusive"
"14723",15039,"Tokyo Xanadu eX+","PS4","2016","Role-Playing","Nihon Falcom Corporation",0,0,0.02,0,0.02,"Exclusive"
"14724",15040,"Major Dream: Major DS Dream Baseball","DS","2008","Sports","Takara Tomy",0,0,0.02,0,0.02,"Exclusive"
"14725",15041,"Steins;Gate: Senkei Kousoku no Phonogram","X360","2013","Adventure","5pb",0,0,0.02,0,0.02,"Non-exclusive"
"14726",15042,"Thunderbirds","GBA","2004","Shooter","Vivendi Games",0.02,0.01,0,0,0.02,"Exclusive"
"14727",15043,"Winning Post 8 2015","PSV","2015","Action","Tecmo Koei",0,0,0.02,0,0.02,"Non-exclusive"
"14728",15044,"Vitamin Z Revolution","PSP","2010","Adventure","D3Publisher",0,0,0.02,0,0.02,"Exclusive"
"14729",15045,"Aria: The Origination ~Aoi Wakusei no El Cielo~","PS2","2008","Adventure","Alchemist",0,0,0.02,0,0.02,"Exclusive"
"14730",15046,"Inkheart","DS","2009","Adventure","DreamCatcher Interactive",0.02,0,0,0,0.02,"Exclusive"
"14731",15047,"Street Fighter X Tekken","PC","2012","Fighting","Capcom",0,0.02,0,0,0.02,"Non-exclusive"
"14732",15048,"Lunatic Dawn Tempest","PS2","2001","Role-Playing","ArtDink",0,0,0.02,0,0.02,"Exclusive"
"14733",15049,"Ceville","PC","2009","Action","Kalypso Media",0,0.02,0,0,0.02,"Exclusive"
"14734",15050,"Strike Witches: Shirogane no Tsubasa","PSP","2012","Strategy","Kadokawa Shoten",0,0,0.02,0,0.02,"Non-exclusive"
"14735",15051,"Total Immersion Racing","XB","2002","Racing","Empire Interactive",0.02,0.01,0,0,0.02,"Non-exclusive"
"14736",15052,"Totally Spies! 2: Undercover","DS","2006","Action","Atari",0.01,0.01,0,0,0.02,"Exclusive"
"14737",15053,"Luxor: The Wrath of Set","PSP","2006","Puzzle","Mumbo Jumbo",0.02,0,0,0,0.02,"Exclusive"
"14738",15054,"Natalie Brooks: Mystery at Hillcrest High","DS","2012","Action","Licensed 4U",0,0.02,0,0,0.02,"Exclusive"
"14739",15055,"NASCAR Heat Evolution","XOne","2016","Racing","Dusenberry Martin Racing",0.02,0,0,0,0.02,"Non-exclusive"
"14740",15056,"Board Game: Top Shop","PS","1999","Misc","Success",0.01,0.01,0,0,0.02,"Exclusive"
"14741",15057,"NANA: Live Staff Daiboshuu! Shoshinsha Kangei","DS","2007","Action","Konami Digital Entertainment",0,0,0.02,0,0.02,"Exclusive"
"14742",15058,"Castlevania: Lords of Shadow - Reverie","X360","2011","Action","Konami Digital Entertainment",0.02,0,0,0,0.02,"Non-exclusive"
"14743",15059,"Xia-Xia","DS","2012","Platform","N/A",0,0.02,0,0,0.02,"Exclusive"
"14744",15060,"Cocoto Magic Circus","Wii","2008","Shooter","Neko Entertainment",0.02,0,0,0,0.02,"Exclusive"
"14745",15061,"Zero no Tsukaima: Shou-akuma to Harukaze no Concerto","PS2","2007","Adventure","Marvelous Interactive",0,0,0.02,0,0.02,"Exclusive"
"14746",15062,"Dunamis 15","PS3","2011","Adventure","5pb",0,0,0.02,0,0.02,"Non-exclusive"
"14747",15063,"DemiKids: Dark Version","GBA","2002","Role-Playing","Atlus",0.02,0.01,0,0,0.02,"Exclusive"
"14748",15064,"Mage Knight: Destiny's Soldier","DS","2006","Strategy","Namco Bandai Games",0.02,0,0,0,0.02,"Exclusive"
"14749",15065,"GT Legends","PC","2005","Racing","Atari",0,0.02,0,0,0.02,"Exclusive"
"14750",15067,"Suzumiya Haruhi no Heiretsu","Wii","2009","Adventure","Sega",0,0,0.02,0,0.02,"Exclusive"
"14751",15068,"F1 Race Stars","PC","2012","Racing","Codemasters",0,0.02,0,0,0.02,"Non-exclusive"
"14752",15069,"DemiKids: Light Version","GBA","2002","Role-Playing","Atlus",0.02,0.01,0,0,0.02,"Exclusive"
"14753",15070,"Nanatsuiro * Drops Pure!!","PS2","2007","Adventure","Media Works",0,0,0.02,0,0.02,"Exclusive"
"14754",15071,"Pe-Jongju to Manabu Kankokugo DS: Test-Hen","DS","2010","Misc","D3Publisher",0,0,0.02,0,0.02,"Exclusive"
"14755",15072,"Escape the Emerald Star","PC","2011","Puzzle","PopCap Games",0.02,0,0,0,0.02,"Exclusive"
"14756",15073,"La Corda d'Oro 4","PSV","2016","Action","Tecmo Koei",0,0,0.02,0,0.02,"Exclusive"
"14757",15074,"Thomas and Friends: Steaming around Sodor","3DS","2015","Action","Avanquest Software",0,0.02,0,0,0.02,"Exclusive"
"14758",15075,"Titanic Mystery","Wii","2010","Puzzle","O-Games",0.02,0,0,0,0.02,"Non-exclusive"
"14759",15076,"Falcon 4.0: Allied Force","PC","2005","Simulation","Graphsim Entertainment",0,0.02,0,0,0.02,"Exclusive"
"14760",15077,"Bottom of the 9th '97","PS","1997","Sports","Konami Digital Entertainment",0.01,0.01,0,0,0.02,"Exclusive"
"14761",15078,"Shaman King: Chou Senjiryokketsu 3","GBA","2002","Role-Playing","King Records",0,0,0.02,0,0.02,"Exclusive"
"14762",15079,"Ride","X360","2015","Racing","Milestone S.r.l.",0,0.02,0,0,0.02,"Non-exclusive"
"14763",15080,"Line Rider 2: Unbound","Wii","2008","Puzzle","Deep Silver",0.02,0,0,0,0.02,"Non-exclusive"
"14764",15081,"HatsuKare * Renai Debut Sengen!","PSP","2013","Adventure","FuRyu",0,0,0.02,0,0.02,"Exclusive"
"14765",15082,"Treasure Chase","DS","2011","Puzzle","Storm City Games",0.02,0,0,0,0.02,"Exclusive"
"14766",15083,"Unreal Anthology","PC","2006","Shooter","Midway Games",0,0.02,0,0,0.02,"Exclusive"
"14767",15084,"X3: Terran War Pack","PC","2012","Misc","Deep Silver",0,0.02,0,0,0.02,"Exclusive"
"14768",15085,"Prison Architect","PS4","2016","Action","Introversion Software",0.01,0.01,0,0,0.02,"Exclusive"
"14769",15086,"G1 Jockey Wii","Wii","2007","Sports","Tecmo Koei",0,0.01,0.02,0,0.02,"Exclusive"
"14770",15087,"Kingdom: Ikkitousen no Ken","PSP","2010","Action","Konami Digital Entertainment",0,0,0.02,0,0.02,"Exclusive"
"14771",15088,"Wrestle Kingdom 2: Pro Wrestling Sekai Taisen","PS2","2007","Fighting","Yuke's",0,0,0.02,0,0.02,"Exclusive"
"14772",15089,"Rugby League Live 3","PS4","2015","Action","Tru Blu Entertainment",0,0.02,0,0,0.02,"Non-exclusive"
"14773",15090,"Tom Clancy's EndWar","PC","2009","Strategy","Ubisoft",0,0.02,0,0,0.02,"Non-exclusive"
"14774",15091,"RayCrisis: Series Termination","PS","1999","Shooter","JVC",0.01,0.01,0,0,0.02,"Exclusive"
"14775",15092,"Left 4 Dead","PC","2008","Shooter","Electronic Arts",0,0.02,0,0,0.02,"Non-exclusive"
"14776",15093,"Bejeweled 2 Deluxe","PC","2006","Puzzle","Focus Home Interactive",0,0.02,0,0,0.02,"Exclusive"
"14777",15094,"Ikki Tousen: Shining Dragon","PS2","2007","Role-Playing","Marvelous Interactive",0,0,0.02,0,0.02,"Exclusive"
"14778",15095,"Kimi ga Aruji de Shitsuji ga Ore de: Oshie Nikki","PS2","2008","Adventure","Minato Station",0,0,0.02,0,0.02,"Exclusive"
"14779",15096,"Toxic Grind","XB","2002","Sports","THQ",0.02,0,0,0,0.02,"Exclusive"
"14780",15097,"DiRT","PC","2007","Racing","Codemasters",0,0.02,0,0,0.02,"Non-exclusive"
"14781",15098,"Kawasaki Jet Ski","Wii","2008","Racing","Metro 3D",0.02,0,0,0,0.02,"Exclusive"
"14782",15099,"Genkai Tokki: Seven Pirates","PSV","2016","Role-Playing","Compile Heart",0,0,0.02,0,0.02,"Exclusive"
"14783",15100,"Enchanted Arms (JP sales)","X360","2006","Role-Playing","Ubisoft",0,0,0.02,0,0.02,"Non-exclusive"
"14784",15101,"ScrapLand","XB","2005","Action","Deep Silver",0.02,0,0,0,0.02,"Exclusive"
"14785",15102,"Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Fuujirareta Megami Portable","PSP","2011","Misc","Paon",0,0,0.02,0,0.02,"Exclusive"
"14786",15103,"Geten no Hana","PSP","2013","Misc","Tecmo Koei",0,0,0.02,0,0.02,"Exclusive"
"14787",15104,"Crazy Machines","Wii","2010","Puzzle","DTP Entertainment",0.01,0.01,0,0,0.02,"Non-exclusive"
"14788",15105,"Harukanaru Toki no Naka de 3 with Izayoiki Aizouban","PSP","2009","Adventure","Tecmo Koei",0,0,0.02,0,0.02,"Exclusive"
"14789",15106,"Blade Arcus from Shining EX","PS3","2015","Fighting","Sega",0,0,0.02,0,0.02,"Non-exclusive"
"14790",15107,"Brave: The Video Game","Wii","2012","Action","Disney Interactive Studios",0,0.02,0,0,0.02,"Non-exclusive"
"14791",15108,"Frontlines: Fuel of War","PC","2008","Shooter","THQ",0,0.02,0,0,0.02,"Non-exclusive"
"14792",15109,"D.Gray-man: Sousha no Shikaku","PS2","2008","Adventure","Konami Digital Entertainment",0,0,0.02,0,0.02,"Exclusive"
"14793",15110,"Indianapolis 500 Evolution","X360","2009","Racing","Zushi Games",0.02,0,0,0,0.02,"Exclusive"
"14794",15111,"Ookami to Koushinryou: Omiowataru Kaze","DS","2009","Adventure","ASCII Media Works",0,0,0.02,0,0.02,"Exclusive"
"14795",15112,"Grey's Anatomy: The Video Game","PC","2009","Adventure","Ubisoft",0,0.02,0,0,0.02,"Non-exclusive"
"14796",15113,"School Days LxH","PS2","2008","Adventure","Interchannel",0,0,0.02,0,0.02,"Exclusive"
"14797",15114,"Neo Angelique","PS2","2006","Adventure","Tecmo Koei",0,0,0.02,0,0.02,"Exclusive"
"14798",15115,"Big Idea's VeggieTales: LarryBoy and the Bad Apple","PS2","2006","Action","Crave Entertainment",0.01,0.01,0,0,0.02,"Non-exclusive"
